with pessimism; in a pessimistic manner; "he evaluated his chances for survival rather pessimistically"	Philosophy and psychology
the act of driving an automobile	Transport and travel
an abnormal backward flow of body fluids	Health and medicine
scientific research conducted by biologists	Biology
a sharp spasm of pain	Health and medicine
inclined to or marked by drowsiness; "slumberous (or slumbrous) eyes"; "`slumbery' is archaic"; "the sound had a somnolent effect"	Health and medicine
chuckwallas	Animals
a quantity of food (other than bread) formed in a particular shape; "meat loaf"; "sugar loaf"; "a loaf of cheese"	Food and drink
a loud warning signal produced by a burglar alarm; "they could hear the burglar alarm a mile away"	Animals
transport by boat or aircraft	Warfare and defense
a composer of symphonies	Music
be ill or unwell	Health and medicine
of a dull shade of white	Heraldry, honors, and vexillology
(of an actor or role) being or playing the villain; "Iago is the heavy role in `Othello'"	Media
form a corporation	Business, economics, and finance
sea snakes	Animals
evergreen hawthorn of southeastern Europe	Biology
carrot	Biology
pertaining to the period following a seizure or convulsion; "postictal drowsiness"	Health and medicine
using or providing or producing or transmitting or operated by electricity; "electric current"; "electric wiring"; "electrical appliances"; "an electrical storm"	Physics and astronomy
the Algonquian language spoken by the Delaware	Language and linguistics
without hesitation; "she said yes unhesitatingly"	Philosophy and psychology
the act of correcting for your wrongdoing	Law and crime
of or relating to or being a speech sound that is articulated using both lips; "bilabial fricatives"	Language and linguistics
not affecting the mind or mental processes; "a nonpsychoactive pain reliever"	Philosophy and psychology
of or relating to a style of writing characterized by somewhat rounded capital letters; 4th to 8th centuries	Language and linguistics
a form to use when making an application	Computing
characteristic of those who are not members of the clergy; "set his collar in laic rather than clerical position"; "the lay ministry"	Religion, mysticism and mythology
the activity of laughing; the manifestation of joy or mirth or scorn; "he enjoyed the laughter of the crowd"	Philosophy and psychology
ground snakes	Animals
an arch that is formed with more than one concentric row of voussoirs	Art, architecture, and archaeology
a low shrub	Biology
based on pretense; deceptively pleasing; "the gilded and perfumed but inwardly rotten nobility"; "meretricious praise"; "a meretricious argument"	Philosophy and psychology
shod with sandals	Textile and clothing
tough and callous by virtue of experience	Philosophy and psychology
of or relating to Elizabeth I of England or to the age in which she ruled as queen; "Elizabethan music"	Royalty and nobility
capability of being defended; "they built their castles with an eye to their defensibility"; "client complaints create a felt need for the defensibility of individual actions"	Warfare and defense
not producing milk; "a dry cow"	Health and medicine
newly come into prominence; "a rising young politician"	Food and drink
in the way and hindering progress; "a house with children and pets and toys always underfoot"	Mathematics
in a delicate manner; "the invitation cards were written up daintily in white and gold"	Philosophy and psychology
of or relating to attitudes	Philosophy and psychology
a town in southern Oregon near the California border	Geography and places
not covered with forest; "unforested lands"	Geography and places
rat kangaroos	Animals
stenosis of the ureter	Health and medicine
a way or means to achieve something; "the road to fame"	Religion, mysticism and mythology
a political unit organized to promote revolution	Transport and travel
keep the opposing (baseball) team from winning	Sport and recreation
chop up; "hash the potatoes"	Food and drink
having a single leaf	Biology
(metaphysics) essential nature or underlying reality	Philosophy and psychology
a futile or unprofitable endeavor	Sport and recreation
an attribute that must be met or complied with and that fits a person for something; "her qualifications for the job are excellent"; "one of the qualifications for admission is an academic degree"; "she has the makings of fine musician"	Biology
one species	Biology
the last Holy Roman Emperor (1768-1835)	Royalty and nobility
the imputation of blame; "they want all the finger-pointing about intelligence failures to stop"	Law and crime
an intuitive awareness; "he has a feel for animals" or "it's easy when you get the feel of it";	Philosophy and psychology
to throw or bend back (from a surface); "Sound is reflected well in this auditorium"	Physics and astronomy
position seven in a countable series of things	Warfare and defense
politely warm and friendly; "a cordial handshake"	Philosophy and psychology
specialized programs that reside permanently in the computer's main memory and control the processing of user's programs	Computing
take delight in; "he delights in his granddaughter"	Philosophy and psychology
the path of a missile discharged from a firearm	Mathematics
any of various triangular drafting instruments used to draw straight lines at specified angles	Mathematics
an envious eagerness to possess something	Philosophy and psychology
a room with several showers	Art, architecture, and archaeology
a remote area; "in many corners of the world they still practice slavery"	Mathematics
present reasons and arguments	Philosophy and psychology
one of four periods into which the school year is divided; "the fall quarter ends at Christmas"	Education
the intellectual productivity of a creative imagination	Philosophy and psychology
a variety of kudu	Animals
characteristic of the fields or country; "agrestic simplicity"; "rustic stone walls"	Geography and places
work natural fibers into a thread; "spin silk"	Textile and clothing
cause to move with a flick; "he flicked his Bic"	Sport and recreation
prepare or cook with lard; "lard meat"	Food and drink
a cafe where espresso is served	Food and drink
at or toward the front of the stage; "the actors moved further and further downstage"	Heraldry, honors, and vexillology
